"","Soil_moist","Ground_temp","Air_temp","Soil_temp","day","year","Month","Date"
"79",0.0824,12.63,11.807,10.565,2,2016,9,"09/02/16"
"80",0.0824,12.968,12.219,10.59,2,2016,9,"09/02/16"
"81",0.0824,13.786,12.92,10.638,2,2016,9,"09/02/16"
"82",0.0824,15.175,14.002,10.712,2,2016,9,"09/02/16"
"83",0.0824,19.793,17.701,10.932,2,2016,9,"09/02/16"
"84",0.0824,21.342,17.32,11.516,2,2016,9,"09/02/16"
"85",0.0824,15.031,13.497,12.098,2,2016,9,"09/02/16"
"86",0.0824,14.601,13.425,12.074,2,2016,9,"09/02/16"
"87",0.0816,13.281,12.727,11.807,2,2016,9,"09/02/16"
"88",0.0816,18.081,15.055,11.492,2,2016,9,"09/02/16"
"89",0.0816,15.533,13.762,11.394,2,2016,9,"09/02/16"
"90",0.0816,12.678,12.485,11.297,2,2016,9,"09/02/16"
"91",0.0816,12.268,12.098,11.127,2,2016,9,"09/02/16"
"92",0.0816,10.834,10.858,10.98,2,2016,9,"09/02/16"
"93",0.0816,10.614,11.029,10.834,2,2016,9,"09/02/16"
"94",0.0816,9.015,9.657,10.663,2,2016,9,"09/02/16"
"95",0.0816,7.895,8.693,10.492,2,2016,9,"09/02/16"
"96",0.0816,6.458,7.594,10.296,2,2016,9,"09/02/16"
"97",0.0816,5.257,6,10.075,3,2016,9,"09/03/16"
"98",0.0816,3.88,4.818,9.854,3,2016,9,"09/03/16"
"99",0.0816,3.433,3.775,9.632,3,2016,9,"09/03/16"
"100",0.0816,2.664,3.142,9.435,3,2016,9,"09/03/16"
"101",0.0816,2.45,3.221,9.238,3,2016,9,"09/03/16"
"102",0.0816,1.886,2.557,9.089,3,2016,9,"09/03/16"
"103",0.0816,1.967,2.503,8.965,3,2016,9,"09/03/16"
"104",0.0816,1.697,1.994,8.841,3,2016,9,"09/03/16"
"105",0.0816,1.643,2.236,8.742,3,2016,9,"09/03/16"
"106",0.0816,1.317,1.643,8.668,3,2016,9,"09/03/16"
"107",0.0816,1.099,1.371,8.593,3,2016,9,"09/03/16"
"108",0.0816,0.797,0.962,8.519,3,2016,9,"09/03/16"
"109",0.0816,0.439,0.687,8.444,3,2016,9,"09/03/16"
"110",0.0809,0.135,0.412,8.394,3,2016,9,"09/03/16"
"111",0.0809,-0.116,0.19,8.319,3,2016,9,"09/03/16"
"112",0.0809,-0.088,0.135,8.245,3,2016,9,"09/03/16"
"113",0.0809,-0.255,-0.004,8.195,3,2016,9,"09/03/16"
"114",0.0809,-0.311,-0.143,8.145,3,2016,9,"09/03/16"
"115",0.0809,-0.116,-0.06,8.07,3,2016,9,"09/03/16"
"116",0.0809,0.55,1.017,8.02,3,2016,9,"09/03/16"
"117",0.0809,1.778,2.93,7.97,3,2016,9,"09/03/16"
"118",0.0809,7.92,8.07,7.92,3,2016,9,"09/03/16"
"119",0.0809,11.029,10.638,7.895,3,2016,9,"09/03/16"
"120",0.0809,12.799,12.268,7.995,3,2016,9,"09/03/16"
"121",0.0809,14.194,12.871,8.344,3,2016,9,"09/03/16"
"122",0.0809,15.031,13.185,8.817,3,2016,9,"09/03/16"
"123",0.0802,16.773,14.505,9.287,3,2016,9,"09/03/16"
"124",0.0809,18.319,15.605,9.706,3,2016,9,"09/03/16"
"125",0.0809,19.056,16.415,10.124,3,2016,9,"09/03/16"
"126",0.0809,19.341,17.177,10.541,3,2016,9,"09/03/16"
"127",0.0809,18.961,16.915,10.907,3,2016,9,"09/03/16"
"128",0.0809,19.341,17.51,11.2,3,2016,9,"09/03/16"
"129",0.0809,19.841,17.962,11.516,3,2016,9,"09/03/16"
"130",0.0809,20.317,17.915,11.783,3,2016,9,"09/03/16"
"131",0.0809,21.008,17.534,12.025,3,2016,9,"09/03/16"
"132",0.0809,21.724,17.724,12.268,3,2016,9,"09/03/16"
"133",0.0809,21.987,17.819,12.413,3,2016,9,"09/03/16"
"134",0.0809,21.987,17.819,12.485,3,2016,9,"09/03/16"
"135",0.0809,21.032,17.486,12.461,3,2016,9,"09/03/16"
"136",0.0802,21.199,17.439,12.34,3,2016,9,"09/03/16"
"137",0.0802,20.865,17.701,12.195,3,2016,9,"09/03/16"
"138",0.0802,17.867,16.892,12.001,3,2016,9,"09/03/16"
"139",0.0802,15.676,15.7,11.565,3,2016,9,"09/03/16"
"140",0.0802,11.321,12.775,11.175,3,2016,9,"09/03/16"
"141",0.0802,9.163,11.078,10.81,3,2016,9,"09/03/16"
"142",0.0802,6.255,8.643,10.492,3,2016,9,"09/03/16"
"143",0.0802,5.488,7.368,10.198,3,2016,9,"09/03/16"
"144",0.0802,4.895,6.458,9.903,3,2016,9,"09/03/16"
"145",0.0802,5.411,6.712,9.682,4,2016,9,"09/04/16"
"146",0.0802,4.714,5.77,9.509,4,2016,9,"09/04/16"
"147",0.0802,4.61,5.719,9.361,4,2016,9,"09/04/16"
"148",0.0802,4.688,5.693,9.238,4,2016,9,"09/04/16"
"149",0.0802,4.298,5.231,9.114,4,2016,9,"09/04/16"
"150",0.0802,3.958,4.869,9.015,4,2016,9,"09/04/16"
"151",0.0802,3.354,4.115,8.941,4,2016,9,"09/04/16"
"152",0.0802,2.37,3.274,8.841,4,2016,9,"09/04/16"
"153",0.0802,3.063,4.194,8.742,4,2016,9,"09/04/16"
"154",0.0802,3.459,4.376,8.618,4,2016,9,"09/04/16"
"155",0.0795,3.168,4.089,8.568,4,2016,9,"09/04/16"
"156",0.0802,2.182,2.744,8.519,4,2016,9,"09/04/16"
"157",0.0802,2.316,3.009,8.419,4,2016,9,"09/04/16"
"158",0.0795,1.697,2.316,8.344,4,2016,9,"09/04/16"
"159",0.0795,1.859,2.664,8.27,4,2016,9,"09/04/16"
"160",0.0795,0.88,1.724,8.22,4,2016,9,"09/04/16"
"161",0.0795,1.262,1.967,8.145,4,2016,9,"09/04/16"
"162",0.0795,1.208,1.94,8.07,4,2016,9,"09/04/16"
"163",0.0795,1.67,2.343,8.02,4,2016,9,"09/04/16"
"164",0.0795,2.209,2.93,7.97,4,2016,9,"09/04/16"
"165",0.0795,3.327,4.376,7.945,4,2016,9,"09/04/16"
"166",0.0795,8.742,8.717,7.945,4,2016,9,"09/04/16"
"167",0.0795,11.492,10.492,8.095,4,2016,9,"09/04/16"
"168",0.0795,15.629,13.04,8.344,4,2016,9,"09/04/16"
"169",0.0795,17.962,14.745,8.717,4,2016,9,"09/04/16"
"170",0.0795,18.937,15.533,9.139,4,2016,9,"09/04/16"
"171",0.0795,17.724,15.652,9.558,4,2016,9,"09/04/16"
"172",0.0795,18.414,16.058,9.977,4,2016,9,"09/04/16"
"173",0.0795,19.294,16.701,10.345,4,2016,9,"09/04/16"
"174",0.0795,19.103,17.011,10.687,4,2016,9,"09/04/16"
"175",0.0795,19.436,17.368,10.98,4,2016,9,"09/04/16"
"176",0.0787,19.603,17.819,11.273,4,2016,9,"09/04/16"
"177",0.0802,19.77,18.105,11.565,4,2016,9,"09/04/16"
"178",0.0795,19.77,17.605,11.832,4,2016,9,"09/04/16"
"179",0.0795,20.865,17.843,12.001,4,2016,9,"09/04/16"
"180",0.0795,20.889,17.653,12.147,4,2016,9,"09/04/16"
"181",0.0795,20.913,17.534,12.171,4,2016,9,"09/04/16"
"182",0.0802,21.032,17.677,12.147,4,2016,9,"09/04/16"
"183",0.0802,21.199,17.962,12.074,4,2016,9,"09/04/16"
"184",0.0795,19.627,17.391,11.977,4,2016,9,"09/04/16"
"185",0.0795,18.699,16.868,11.759,4,2016,9,"09/04/16"
"186",0.0795,17.034,15.963,11.516,4,2016,9,"09/04/16"
"187",0.0795,15.796,15.342,11.248,4,2016,9,"09/04/16"
"188",0.0787,12.775,13.762,11.005,4,2016,9,"09/04/16"
"189",0.0787,10.98,12.485,10.761,4,2016,9,"09/04/16"
"190",0.0787,8.444,10.81,10.492,4,2016,9,"09/04/16"
"191",0.0787,6.889,9.262,10.173,4,2016,9,"09/04/16"
"192",0.0787,6.23,8.195,9.903,4,2016,9,"09/04/16"
"193",0.0787,6.484,7.995,9.706,5,2016,9,"09/05/16"
"194",0.0787,5.642,7.242,9.534,5,2016,9,"09/05/16"
"195",0.0787,4.324,5.949,9.41,5,2016,9,"09/05/16"
"196",0.0787,3.195,4.089,9.238,5,2016,9,"09/05/16"
"197",0.0787,3.036,4.506,9.089,5,2016,9,"09/05/16"
"198",0.0787,3.617,4.454,8.941,5,2016,9,"09/05/16"
"199",0.0787,3.749,4.636,8.841,5,2016,9,"09/05/16"
"200",0.0787,3.722,4.558,8.767,5,2016,9,"09/05/16"
"201",0.0787,2.93,3.485,8.717,5,2016,9,"09/05/16"
"202",0.0787,1.886,2.316,8.618,5,2016,9,"09/05/16"
"203",0.078,1.697,2.047,8.543,5,2016,9,"09/05/16"
"204",0.078,1.289,1.67,8.444,5,2016,9,"09/05/16"
"205",0.078,1.371,1.805,8.344,5,2016,9,"09/05/16"
"206",0.078,1.724,2.047,8.27,5,2016,9,"09/05/16"
"207",0.078,1.886,2.047,8.22,5,2016,9,"09/05/16"
"208",0.078,2.236,2.477,8.195,5,2016,9,"09/05/16"
"209",0.078,2.557,3.248,8.195,5,2016,9,"09/05/16"
"210",0.078,2.93,3.643,8.17,5,2016,9,"09/05/16"
"211",0.078,3.38,3.67,8.145,5,2016,9,"09/05/16"
"212",0.078,4.089,4.063,8.145,5,2016,9,"09/05/16"
"213",0.078,5.514,5.411,8.195,5,2016,9,"09/05/16"
"214",0.078,6.965,6.788,8.27,5,2016,9,"09/05/16"
"215",0.078,11.273,10.271,8.394,5,2016,9,"09/05/16"
"216",0.078,16.63,13.858,8.643,5,2016,9,"09/05/16"
"217",0.078,18.509,14.912,9.114,5,2016,9,"09/05/16"
"218",0.078,19.579,15.748,9.657,5,2016,9,"09/05/16"
"219",0.078,15.939,14.074,10.173,5,2016,9,"09/05/16"
"220",0.078,16.344,14.649,10.394,5,2016,9,"09/05/16"
"221",0.078,17.915,15.724,10.492,5,2016,9,"09/05/16"
"222",0.078,18.985,16.82,10.663,5,2016,9,"09/05/16"
"223",0.078,16.963,15.223,10.932,5,2016,9,"09/05/16"
"224",0.078,16.01,14.936,11.029,5,2016,9,"09/05/16"
"225",0.078,18.771,17.058,11.029,5,2016,9,"09/05/16"
"226",0.0773,19.365,16.915,11.273,5,2016,9,"09/05/16"
"227",0.078,16.463,14.816,11.54,5,2016,9,"09/05/16"
"228",0.0773,16.868,15.103,11.467,5,2016,9,"09/05/16"
"229",0.0773,19.841,16.773,11.37,5,2016,9,"09/05/16"
"230",0.078,19.603,17.391,11.492,5,2016,9,"09/05/16"
"231",0.0773,19.365,17.034,11.443,5,2016,9,"09/05/16"
"232",0.0773,18.2,16.534,11.37,5,2016,9,"09/05/16"
"233",0.0773,14.721,14.433,11.248,5,2016,9,"09/05/16"
"234",0.0773,14.17,14.337,11.029,5,2016,9,"09/05/16"
"235",0.0773,14.17,14.385,10.858,5,2016,9,"09/05/16"
"236",0.0773,12.292,13.016,10.736,5,2016,9,"09/05/16"
"237",0.0773,9.632,11.078,10.541,5,2016,9,"09/05/16"
"238",0.0773,9.632,11.759,10.296,5,2016,9,"09/05/16"
"239",0.0773,8.494,10.418,10.051,5,2016,9,"09/05/16"
"240",0.0773,7.82,9.336,9.854,5,2016,9,"09/05/16"
"241",0.0773,7.72,9.583,9.706,6,2016,9,"09/06/16"
"242",0.0773,6.763,8.618,9.558,6,2016,9,"09/06/16"
"243",0.0773,6.026,7.217,9.41,6,2016,9,"09/06/16"
"244",0.0773,5.102,5.924,9.287,6,2016,9,"09/06/16"
"245",0.0773,5.102,5.77,9.163,6,2016,9,"09/06/16"
"246",0.0773,5.154,5.616,9.089,6,2016,9,"09/06/16"
"247",0.0773,5.437,5.847,9.015,6,2016,9,"09/06/16"
"248",0.0773,5.205,5.693,8.99,6,2016,9,"09/06/16"
"249",0.0773,4.792,5.128,8.965,6,2016,9,"09/06/16"
"250",0.0773,4.35,4.662,8.891,6,2016,9,"09/06/16"
"251",0.0773,4.115,4.402,8.817,6,2016,9,"09/06/16"
"252",0.0773,4.22,4.714,8.767,6,2016,9,"09/06/16"
"253",0.0773,4.636,5.154,8.717,6,2016,9,"09/06/16"
"254",0.0773,4.115,4.402,8.668,6,2016,9,"09/06/16"
"255",0.0773,3.775,4.089,8.643,6,2016,9,"09/06/16"
"256",0.0773,3.932,4.298,8.568,6,2016,9,"09/06/16"
"257",0.0773,3.195,3.617,8.519,6,2016,9,"09/06/16"
"258",0.0773,2.93,3.459,8.444,6,2016,9,"09/06/16"
"259",0.0773,4.35,4.584,8.369,6,2016,9,"09/06/16"
"260",0.0766,4.869,4.895,8.369,6,2016,9,"09/06/16"
"261",0.0766,6.077,6.026,8.419,6,2016,9,"09/06/16"
"262",0.0773,6.889,6.763,8.519,6,2016,9,"09/06/16"
"263",0.0773,7.77,7.569,8.643,6,2016,9,"09/06/16"
"264",0.0773,10.026,9.188,8.792,6,2016,9,"09/06/16"
"265",0.0766,11.175,10.198,9.04,6,2016,9,"09/06/16"
"266",0.0773,12.437,11.443,9.287,6,2016,9,"09/06/16"
"267",0.0766,17.058,14.697,9.583,6,2016,9,"09/06/16"
"268",0.0766,17.391,15.127,9.977,6,2016,9,"09/06/16"
"269",0.0773,18.2,15.7,10.394,6,2016,9,"09/06/16"
"270",0.0766,16.368,14.673,10.736,6,2016,9,"09/06/16"
"271",0.0766,18.414,16.463,10.883,6,2016,9,"09/06/16"
"272",0.0773,18.652,16.796,11.248,6,2016,9,"09/06/16"
"273",0.0766,17.843,16.129,11.467,6,2016,9,"09/06/16"
"274",0.0766,16.415,15.103,11.443,6,2016,9,"09/06/16"
"275",0.0766,19.603,16.892,11.37,6,2016,9,"09/06/16"
"276",0.0766,17.748,15.7,11.565,6,2016,9,"09/06/16"
"277",0.0766,15.748,14.864,11.516,6,2016,9,"09/06/16"
"278",0.0766,16.296,15.39,11.297,6,2016,9,"09/06/16"
"279",0.0766,15.939,15.39,11.2,6,2016,9,"09/06/16"
"280",0.0758,14.912,14.768,11.102,6,2016,9,"09/06/16"
"281",0.0766,15.079,14.984,10.98,6,2016,9,"09/06/16"
"282",0.0766,19.46,17.938,10.858,6,2016,9,"09/06/16"
"283",0.0766,16.796,16.153,10.858,6,2016,9,"09/06/16"
"284",0.0758,12.025,13.161,10.761,6,2016,9,"09/06/16"
"285",0.0758,9.706,11.443,10.492,6,2016,9,"09/06/16"
"286",0.0766,7.695,9.485,10.173,6,2016,9,"09/06/16"
"287",0.0758,6.509,8.369,9.854,6,2016,9,"09/06/16"
"288",0.0766,6.077,7.745,9.583,6,2016,9,"09/06/16"
"289",0.0766,6.687,8.195,9.386,7,2016,9,"09/07/16"
"290",0.0766,7.116,8.394,9.262,7,2016,9,"09/07/16"
"291",0.0766,6.458,7.77,9.188,7,2016,9,"09/07/16"
"292",0.0766,5.36,6.712,9.114,7,2016,9,"09/07/16"
"293",0.0766,4.402,5.975,8.99,7,2016,9,"09/07/16"
"294",0.0766,3.168,3.854,8.866,7,2016,9,"09/07/16"
"295",0.0766,1.94,2.637,8.742,7,2016,9,"09/07/16"
"296",0.0766,1.534,2.503,8.618,7,2016,9,"09/07/16"
"297",0.0758,1.534,2.45,8.494,7,2016,9,"09/07/16"
"298",0.0758,1.071,1.507,8.394,7,2016,9,"09/07/16"
"299",0.0766,1.94,2.343,8.295,7,2016,9,"09/07/16"
"300",0.0758,2.182,2.664,8.245,7,2016,9,"09/07/16"
"301",0.0758,2.074,2.557,8.22,7,2016,9,"09/07/16"
"302",0.0758,1.588,1.778,8.17,7,2016,9,"09/07/16"
"303",0.0758,1.94,2.236,8.12,7,2016,9,"09/07/16"
"304",0.0758,1.044,1.453,8.07,7,2016,9,"09/07/16"
"305",0.0758,1.425,1.967,7.995,7,2016,9,"09/07/16"
"306",0.0758,2.343,2.557,7.945,7,2016,9,"09/07/16"
"307",0.0758,3.036,3.009,7.945,7,2016,9,"09/07/16"
"308",0.0758,3.722,3.617,7.995,7,2016,9,"09/07/16"
"309",0.0758,4.662,4.532,8.07,7,2016,9,"09/07/16"
"310",0.0758,6.433,6.204,8.17,7,2016,9,"09/07/16"
"311",0.0758,8.394,7.945,8.319,7,2016,9,"09/07/16"
"312",0.0758,9.485,9.139,8.568,7,2016,9,"09/07/16"
"313",0.0758,9.632,9.163,8.792,7,2016,9,"09/07/16"
"314",0.0758,10.956,10.173,8.965,7,2016,9,"09/07/16"
"315",0.0758,12.751,11.37,9.238,7,2016,9,"09/07/16"
"316",0.0758,14.098,12.63,9.534,7,2016,9,"09/07/16"
"317",0.0758,16.749,14.074,9.854,7,2016,9,"09/07/16"
"318",0.0758,17.249,14.553,10.296,7,2016,9,"09/07/16"
"319",0.0758,17.368,14.768,10.736,7,2016,9,"09/07/16"
"320",0.0758,17.653,15.438,11.102,7,2016,9,"09/07/16"
"321",0.0758,18.01,15.461,11.492,7,2016,9,"09/07/16"
"322",0.0758,16.415,14.098,11.783,7,2016,9,"09/07/16"
"323",0.0751,11.783,11.224,11.492,7,2016,9,"09/07/16"
"324",0.0751,12.823,11.88,10.98,7,2016,9,"09/07/16"
"325",0.0795,10.124,9.509,10.712,7,2016,9,"09/07/16"
"326",0.078,14.194,12.268,10.614,7,2016,9,"09/07/16"
"327",0.078,11.88,10.932,10.956,7,2016,9,"09/07/16"
"328",0.078,13.305,12.219,11.078,7,2016,9,"09/07/16"
"329",0.078,13.906,12.243,11.102,7,2016,9,"09/07/16"
"330",0.0773,12.509,12.171,11.078,7,2016,9,"09/07/16"
"331",0.0773,12.558,12.243,10.883,7,2016,9,"09/07/16"
"332",0.0773,8.444,8.618,10.687,7,2016,9,"09/07/16"
"333",0.0773,6.331,7.419,10.32,7,2016,9,"09/07/16"
"334",0.0773,5.642,6.687,9.903,7,2016,9,"09/07/16"
"335",0.0773,5.642,6.509,9.608,7,2016,9,"09/07/16"
"336",0.0773,5.565,6.077,9.386,7,2016,9,"09/07/16"
"337",0.0773,5.488,5.924,9.262,8,2016,9,"09/08/16"
"338",0.0773,5.745,5.975,9.163,8,2016,9,"09/08/16"
"339",0.0773,3.985,4.61,9.089,8,2016,9,"09/08/16"
"340",0.0773,2.396,3.643,8.965,8,2016,9,"09/08/16"
"341",0.0773,2.021,2.956,8.792,8,2016,9,"09/08/16"
"342",0.0773,1.859,2.664,8.643,8,2016,9,"09/08/16"
"343",0.0773,1.67,2.37,8.519,8,2016,9,"09/08/16"
"344",0.0773,1.317,2.101,8.419,8,2016,9,"09/08/16"
"345",0.0773,1.344,1.994,8.319,8,2016,9,"09/08/16"
"346",0.0773,4.089,5.257,8.22,8,2016,9,"09/08/16"
"347",0.0773,5.437,6.281,8.17,8,2016,9,"09/08/16"
"348",0.0773,5.205,5.847,8.195,8,2016,9,"09/08/16"
"349",0.0766,5.102,5.77,8.295,8,2016,9,"09/08/16"
"350",0.0773,4.921,5.308,8.344,8,2016,9,"09/08/16"
"351",0.0773,5.488,6.026,8.369,8,2016,9,"09/08/16"
"352",0.0766,5.385,5.821,8.369,8,2016,9,"09/08/16"
"353",0.0773,5.076,5.488,8.369,8,2016,9,"09/08/16"
"354",0.0766,5.024,5.257,8.369,8,2016,9,"09/08/16"
"355",0.0766,4.999,5.076,8.344,8,2016,9,"09/08/16"
"356",0.0766,5.334,5.411,8.344,8,2016,9,"09/08/16"
"357",0.0766,5.745,6.026,8.344,8,2016,9,"09/08/16"
"358",0.0766,8.866,8.22,8.394,8,2016,9,"09/08/16"
"359",0.0766,11.151,10.222,8.519,8,2016,9,"09/08/16"
"360",0.0766,15.772,13.353,8.742,8,2016,9,"09/08/16"
"361",0.0766,15.27,13.353,9.04,8,2016,9,"09/08/16"
"362",0.0766,15.342,13.401,9.312,8,2016,9,"09/08/16"
"363",0.0766,16.32,14.194,9.534,8,2016,9,"09/08/16"
"364",0.0766,17.534,14.816,9.829,8,2016,9,"09/08/16"
"365",0.0766,15.533,13.594,10.124,8,2016,9,"09/08/16"
"366",0.0766,15.915,14.409,10.222,8,2016,9,"09/08/16"
"367",0.0766,18.176,16.129,10.345,8,2016,9,"09/08/16"
"368",0.0766,17.796,15.867,10.687,8,2016,9,"09/08/16"
"369",0.0766,17.748,15.7,10.98,8,2016,9,"09/08/16"
"370",0.0766,18.533,16.01,11.175,8,2016,9,"09/08/16"
"371",0.0766,19.056,15.939,11.321,8,2016,9,"09/08/16"
"372",0.0766,19.651,16.129,11.419,8,2016,9,"09/08/16"
"373",0.0766,20.317,16.344,11.492,8,2016,9,"09/08/16"
"374",0.0766,20.293,16.915,11.54,8,2016,9,"09/08/16"
"375",0.0758,19.603,16.63,11.492,8,2016,9,"09/08/16"
"376",0.0758,16.415,14.96,11.297,8,2016,9,"09/08/16"
"377",0.0758,16.296,14.697,10.956,8,2016,9,"09/08/16"
"378",0.0758,14.697,13.93,10.687,8,2016,9,"09/08/16"
"379",0.0758,12.775,12.823,10.467,8,2016,9,"09/08/16"
"380",0.0758,9.682,10.81,10.222,8,2016,9,"09/08/16"
"381",0.0758,8.17,9.78,9.952,8,2016,9,"09/08/16"
"382",0.0758,6.128,7.77,9.682,8,2016,9,"09/08/16"
"383",0.0758,5.231,6.636,9.435,8,2016,9,"09/08/16"
"384",0.0758,5.462,6.737,9.213,8,2016,9,"09/08/16"
"385",0.0758,4.973,6.357,9.064,9,2016,9,"09/09/16"
"386",0.0758,4.818,5.821,8.941,9,2016,9,"09/09/16"
"387",0.0758,5.924,7.091,8.866,9,2016,9,"09/09/16"
"388",0.0758,6.026,7.167,8.817,9,2016,9,"09/09/16"
"389",0.0758,4.947,6.331,8.792,9,2016,9,"09/09/16"
"390",0.0758,4.272,4.61,8.717,9,2016,9,"09/09/16"
"391",0.0758,3.906,3.958,8.668,9,2016,9,"09/09/16"
"392",0.0758,3.775,3.801,8.593,9,2016,9,"09/09/16"
"393",0.0758,3.932,4.194,8.543,9,2016,9,"09/09/16"
"394",0.0758,3.985,4.168,8.494,9,2016,9,"09/09/16"
"395",0.0758,4.037,4.22,8.444,9,2016,9,"09/09/16"
"396",0.0758,4.063,4.246,8.419,9,2016,9,"09/09/16"
"397",0.0758,4.22,4.506,8.394,9,2016,9,"09/09/16"
"398",0.0758,4.246,4.376,8.344,9,2016,9,"09/09/16"
